"No.","Time","Source","Destination","Protocol","Length","Info"
"75","17.991183","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"76","18.152824","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"77","18.303606","fe80::8a51:fbff:fee9:e904","ff02::1:2","DHCPv6","147","Solicit XID: 0x4dcf CID: 00020000000b8851fbe9e904 "
"78","18.404563","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"79","18.718445","192.168.230.103","13.89.190.129","TLSv1.2","126","Application Data"
"80","18.773259","13.89.190.129","192.168.230.103","TLSv1.2","178","Application Data"
"81","18.827527","192.168.230.103","13.89.190.129","TCP","54","32194  >  443 [ACK] Seq=73 Ack=125 Win=258 Len=0"
"82","18.998312","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"83","19.444780","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"84","19.997901","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"85","20.163788","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"86","20.484541","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"87","20.996779","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"88","21.524466","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"89","21.998320","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"90","22.166488","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"91","22.992096","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"92","23.145397","Cisco_eb:9c:98","Cisco_eb:9c:98","LOOP","60","Reply"
"93","23.234360","IntelCor_69:0c:da","Dell_17:12:ba","ARP","42","Who has 192.168.230.1? Tell 192.168.230.103"
"94","23.234615","Dell_17:12:ba","IntelCor_69:0c:da","ARP","60","192.168.230.1 is at 14:18:77:17:12:ba"
"95","24.000178","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"96","24.166227","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"97","24.992341","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"98","25.998543","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"99","26.106453","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"100","26.167803","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"101","26.998835","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"102","27.124462","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"103","27.998055","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"104","28.164420","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"105","28.172134","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"106","28.997966","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"107","29.205558","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"108","29.998087","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"109","30.169936","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"110","30.244422","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"111","30.995178","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"112","31.284423","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"113","31.998318","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"114","32.169285","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"115","32.998576","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"116","33.144664","Cisco_eb:9c:98","Cisco_eb:9c:98","LOOP","60","Reply"
"117","33.306705","192.168.230.151","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"118","33.416491","192.168.230.113","224.0.0.118","UDP","279","5240  >  5240 Len=237"
"119","33.416915","fe80::a2b3:ccff:feff:eb63","ff02::15a","UDP","283","5240  >  5240 Len=221"
"120","33.991313","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"121","34.172277","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"122","34.307766","192.168.230.151","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"123","34.998217","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"124","35.308590","192.168.230.151","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"125","35.991192","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"126","36.060054","192.168.199.211","224.0.0.1","IGMPv2","60","Membership Query, general"
"127","36.115662","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"128","36.171674","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"129","36.326183","192.168.230.151","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"130","36.734932","192.168.230.103","224.0.0.252","IGMPv2","46","Membership Report group 224.0.0.252"
"131","36.997821","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"132","37.124361","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"133","37.448077","192.168.230.107","239.255.255.250","SSDP","208","M-SEARCH * HTTP/1.1 "
"134","37.997170","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"135","38.164318","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"136","38.174381","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"137","38.449257","192.168.230.107","239.255.255.250","SSDP","208","M-SEARCH * HTTP/1.1 "
"138","38.998145","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"139","39.204391","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"140","39.450453","192.168.230.107","239.255.255.250","SSDP","208","M-SEARCH * HTTP/1.1 "
"141","39.997885","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"142","40.177176","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"143","40.244347","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"144","40.451689","192.168.230.107","239.255.255.250","SSDP","208","M-SEARCH * HTTP/1.1 "
"145","40.800965","192.168.230.103","192.168.230.255","NBNS","92","Name query NB WPAD<00>"
"146","40.801037","192.168.230.108","192.168.230.255","NBNS","92","Name query NB WPAD<00>"
"147","40.801246","fe80::b02e:2e52:5614:a3a0","ff02::1:3","LLMNR","84","Standard query 0x7667 A wpad"
"148","40.801247","192.168.230.108","224.0.0.252","LLMNR","64","Standard query 0x7667 A wpad"
"149","40.801249","fe80::f447:dd7:b3d5:4f85","ff02::1:3","LLMNR","84","Standard query 0x7667 A wpad"
"150","40.801313","192.168.230.103","224.0.0.252","LLMNR","64","Standard query 0x7667 A wpad"
"151","40.997831","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"152","41.219772","fe80::b02e:2e52:5614:a3a0","ff02::1:3","LLMNR","84","Standard query 0x7667 A wpad"
"153","41.219819","fe80::f447:dd7:b3d5:4f85","ff02::1:3","LLMNR","84","Standard query 0x7667 A wpad"
"154","41.219865","192.168.230.103","224.0.0.252","LLMNR","64","Standard query 0x7667 A wpad"
"155","41.219898","192.168.230.108","224.0.0.252","LLMNR","64","Standard query 0x7667 A wpad"
"156","41.235334","192.168.230.103","224.0.0.251","IGMPv2","46","Membership Report group 224.0.0.251"
"157","41.284285","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"158","41.547851","192.168.230.103","192.168.230.255","NBNS","92","Name query NB WPAD<00>"
"159","41.547952","192.168.230.108","192.168.230.255","NBNS","92","Name query NB WPAD<00>"
"160","41.639382","192.168.230.103","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"161","41.639432","192.168.230.108","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"162","41.998520","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"163","42.176948","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"164","42.298401","192.168.230.103","192.168.230.255","NBNS","92","Name query NB WPAD<00>"
"165","42.298527","192.168.230.108","192.168.230.255","NBNS","92","Name query NB WPAD<00>"
"166","42.404874","192.168.230.151","192.168.230.255","UDP","86","57621  >  57621 Len=44"
"167","42.639681","192.168.230.103","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"168","42.639699","192.168.230.108","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"169","42.735698","192.168.230.103","239.255.255.250","IGMPv2","46","Membership Report group 239.255.255.250"
"170","42.997263","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"171","43.144831","Cisco_eb:9c:98","Cisco_eb:9c:98","LOOP","60","Reply"
"172","43.640630","192.168.230.103","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"173","43.640757","192.168.230.108","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"174","43.998239","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"175","44.179444","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"176","44.641673","192.168.230.103","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"177","44.641729","192.168.230.108","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"178","44.997795","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"179","45.991772","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"180","46.104854","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"181","46.178831","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"182","46.997816","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"183","47.124212","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"184","47.999167","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"185","48.164180","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"186","48.181688","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"187","48.998543","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"188","49.204328","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"189","49.235306","192.168.230.151","192.168.230.255","NBNS","92","Name query NB WPAD<00>"
"190","49.235497","fe80::48c1:8a6f:d51b:ac7c","ff02::1:3","LLMNR","84","Standard query 0xcb59 A wpad"
"191","49.235498","192.168.230.151","224.0.0.252","LLMNR","64","Standard query 0xcb59 A wpad"
"192","49.645763","fe80::48c1:8a6f:d51b:ac7c","ff02::1:3","LLMNR","84","Standard query 0xcb59 A wpad"
"193","49.645765","192.168.230.151","224.0.0.252","LLMNR","64","Standard query 0xcb59 A wpad"
"194","49.985701","192.168.230.151","192.168.230.255","NBNS","92","Name query NB WPAD<00>"
"195","49.991069","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"196","50.181041","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"197","50.244183","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"198","50.735723","192.168.230.151","192.168.230.255","NBNS","92","Name query NB WPAD<00>"
"199","50.997557","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"200","51.284181","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"201","52.001552","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"202","52.184146","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"203","52.997958","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"204","53.145310","Cisco_eb:9c:98","Cisco_eb:9c:98","LOOP","60","Reply"
"205","53.991516","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"206","54.186686","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"207","54.996895","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"208","56.000599","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"209","56.105725","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"210","56.186249","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"211","56.558953","192.168.230.129","192.168.230.255","BROWSER","222","Become Backup Browser"
"212","56.991480","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"213","57.124058","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"214","57.996239","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"215","58.164065","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"216","58.188973","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"217","59.000642","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"218","59.204232","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"219","59.996953","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"220","60.188527","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"221","60.244114","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"222","60.991521","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"223","61.284078","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"224","61.901472","fe80::a2b3:ccff:feff:eb63","ff02::fb","MDNS","134","Standard query 0x0000 PTR _airplay._tcp.local, ""QM"" question PTR _spotify-connect._tcp.local, ""QM"" question PTR _raop._tcp.local, ""QM"" question"
"225","61.997090","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"226","62.191244","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"227","62.324416","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"228","62.999065","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"229","63.145425","Cisco_eb:9c:98","Cisco_eb:9c:98","LOOP","60","Reply"
"230","63.364045","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"231","63.380940","192.168.230.113","224.0.0.118","UDP","279","5240  >  5240 Len=237"
"232","63.381486","fe80::a2b3:ccff:feff:eb63","ff02::15a","UDP","283","5240  >  5240 Len=221"
"233","63.845320","Cisco_eb:9c:98","CDP/VTP/DTP/PAgP/UDLD","CDP","506","Device ID: csrl-labsw-1.csrl.local  Port ID: GigabitEthernet1/0/24  "
"234","63.994679","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"235","64.190550","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"236","64.403991","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"237","64.997400","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"238","65.996679","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"239","66.193277","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"240","67.000069","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"241","67.996625","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"242","68.192841","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"243","68.998383","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"244","69.106251","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"245","69.996706","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"246","70.163959","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"247","70.195629","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"248","70.997252","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"249","71.203961","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"250","71.997687","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"251","72.206622","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"252","72.244110","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"253","72.454355","192.168.230.151","192.168.230.255","UDP","86","57621  >  57621 Len=44"
"254","72.997850","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"255","73.145587","Cisco_eb:9c:98","Cisco_eb:9c:98","LOOP","60","Reply"
"256","73.283975","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"257","73.996657","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"258","74.206011","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"259","74.323971","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"260","74.995922","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"261","75.364212","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"262","75.999907","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"263","76.208828","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"264","76.403950","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"265","76.995866","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"266","77.443916","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"267","78.000123","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"268","78.208289","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"269","78.484276","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"270","78.728388","192.168.230.103","13.89.190.129","TLSv1.2","126","Application Data"
"271","78.783191","13.89.190.129","192.168.230.103","TLSv1.2","178","Application Data"
"272","78.823467","192.168.230.103","13.89.190.129","TCP","54","32194  >  443 [ACK] Seq=145 Ack=249 Win=258 Len=0"
"273","79.000136","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"274","79.523867","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"275","79.996359","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"276","80.209852","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"277","80.563878","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"278","80.996303","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"279","81.604185","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"280","81.995808","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"281","82.209160","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"282","82.643881","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"283","82.996386","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"284","83.265044","fe80::b552:f2ee:4665:607f","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"285","83.269018","fe80::b552:f2ee:4665:607f","ff02::1:3","LLMNR","90","Standard query 0x52f1 ANY CSRL-PC-04"
"286","83.269027","192.168.230.129","224.0.0.252","LLMNR","70","Standard query 0x52f1 ANY CSRL-PC-04"
"287","83.269761","fe80::b552:f2ee:4665:607f","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"288","83.270239","fe80::b552:f2ee:4665:607f","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"289","83.270697","fe80::b552:f2ee:4665:607f","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"290","83.383081","Cisco_eb:9c:98","Cisco_eb:9c:98","LOOP","60","Reply"
"291","83.572179","fe80::b552:f2ee:4665:607f","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"292","83.683824","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"293","83.697681","fe80::b552:f2ee:4665:607f","ff02::1:3","LLMNR","90","Standard query 0x52f1 ANY CSRL-PC-04"
"294","83.697752","192.168.230.129","224.0.0.252","LLMNR","70","Standard query 0x52f1 ANY CSRL-PC-04"
"295","83.733260","IntelCor_69:0c:da","Dell_17:12:ba","ARP","42","Who has 192.168.230.1? Tell 192.168.230.103"
"296","83.733515","Dell_17:12:ba","IntelCor_69:0c:da","ARP","60","192.168.230.1 is at 14:18:77:17:12:ba"
"297","83.996319","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"298","84.212218","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"299","84.724222","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"300","84.995968","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"301","85.274730","fe80::b552:f2ee:4665:607f","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"302","85.280313","fe80::b552:f2ee:4665:607f","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"303","85.280856","fe80::b552:f2ee:4665:607f","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"304","85.280857","fe80::b552:f2ee:4665:607f","ff02::1:3","LLMNR","90","Standard query 0xa2da ANY CSRL-PC-04"
"305","85.280926","192.168.230.129","224.0.0.252","LLMNR","70","Standard query 0xa2da ANY CSRL-PC-04"
"306","85.281715","fe80::b552:f2ee:4665:607f","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"307","85.571989","fe80::b552:f2ee:4665:607f","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"308","85.638935","192.168.230.112","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"309","85.697828","192.168.230.129","224.0.0.252","LLMNR","70","Standard query 0xa2da ANY CSRL-PC-04"
"310","85.697829","fe80::b552:f2ee:4665:607f","ff02::1:3","LLMNR","90","Standard query 0xa2da ANY CSRL-PC-04"
"311","85.763838","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"312","85.996294","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"313","86.214907","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"314","86.639933","192.168.230.112","239.255.255.250","SSDP","169","M-SEARCH * HTTP/1.1 "
"315","86.803815","Raspberr_bd:51:74","Broadcast","ARP","60","Who has 192.168.230.144? Tell 192.168.230.139"
"316","86.994661","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"317","87.996603","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
"318","88.214293","Cisco_eb:9c:98","Spanning-tree-(for-bridges)_00","STP","60","Conf. Root = 32768/230/bc:16:f5:eb:9c:80  Cost = 0  Port = 0x8018"
"319","88.997497","192.168.230.126","192.168.230.255","UDP","305","54915  >  54915 Len=263"
